words,polarity,frequency
unshaken,0,1
iron-willed,0,1
anteroom,0,1
fame-hungry,0,1
dread-locked,0,1
undyingly,0,1
lève,1.991779987,1
brawled,0,1
volker,0.78214005,1
zoological,0,1
bering,-0.677655112,1
schombing,0,1
volken,0,1
message-laden,0,1
schirripa,3.294370146,1
anupamji,0,1
darko-esquire,-0.799953518,1
super-crossbow,0,1
middle-to-upper-class,0,1
love-hewitt,-0.372833495,1
aldiss,-0.509217656,1
art-buff,0,1
boo'ed,0,1
count-up,0,1
air-ace,0,1
riga,2.156012834,1
fatefully,0,1
zegers,0.423457899,1
lion-eating,0,1
physicallity,0,1
roué,1.26237142,1
precipitously,0,1
inarticulated,0,1
x-rays,-1.488014137,1
car-to-car,0,1
shallot,0,1
faux-infant,0,1
segements,0,1
yoda-speak,0,1
swaile,0,1
pint-size,0,1
vanner,0.15501742,1
vannet,2.513910983,1
three-ring-circus,0,1
chattered,0,1
horrendousness,0,1
assassin-liked,0,1
semi-forgettable,0,1
unfortuanitly,0,1
nothwest,0,1
tohma,0,1
roux,1.444066583,1
sagacity,0,1
masak-masak,0,1
pleasure-type,0,1
outerbridge,2.271533139,1
overhyping,0,1
supernanny,-0.591034453,1
much-anticipated,-0.425670773,1
pre-kojak,-2.69326749,1
warrick,0.676775368,1
franciso,0,1
self-attributed,0,1
sivaji,0.482308428,1
ender,0.103153205,1
schaffers,0,1
cold-sweating,0,1
reality-drama,0,1
filmes,0,1
wrestlings,0,1
ralston,0.722082879,1
plesantly,0,1
rujal,0,1
stowaway,-0.261166423,1
homeliness,0,1
heeru,0,1
bonsall,0.559565008,1
ghostwriting,0,1
dietrich-type,0,1
not-very-auspicious,0,1
qa,0,1
brail,0,1
qe,0,1
braik,0,1
ql,1.911853747,1
elase,0,1
expen,0,1
ulysses-like,0,1
ousmane,3.294370146,1
kringle,1.99267797,1
alistar,1.336407547,1
braid,0,1
landru,1.737252119,1
loser-bums,0,1
half-fish,0,1
katell,0.969680729,1
re-invention,1.372312065,1
spooking,0,1
salli,0.39116097,1
sunn,-1.384771075,1
mclendon-covey,0,1
spikings,-0.975253164,1
motionlessly,0,1
slight-gnomes,0,1
gang-members,0,1
hehehe,1.486068607,1
lady-cats,0,1
pull-offs,0,1
videoteque,0,1
guys-story,0,1
tlog,0,1
pinho,0,1
wabbit,1.874477365,1
glock,-0.557118088,1
over-choreographed,0,1
mercilessness,0,1
antiguo,0,1
compering,0,1
avy,0,1
post-tarantino,-0.171266343,1
virgin'''made,0,1
linklaters,0,1
man-see,0,1
sistahs,0,1
re-vamping,0,1
evilmaker,-4.5,1
coscarelly,0,1
auteur-with-vision,0,1
ranyaldo,0,1
newly-converted,0,1
tais,2.331850128,1
nancy'd,0,1
extrication,0,1
quinn-martin,0,1
perseus,1.013554229,1
inter-webbed,0,1
over-slow,0,1
gyrations,0.770968423,1
aliso,0,1
marianbad,0,1
not-all-there,0,1
crack-you-up,0,1
watch-and-squirm,0,1
preprint,0,1
roussillon,0,1
hideko,3.514819145,1
sototh,0,1
favre,2.097944309,1
honest-but-poor,0,1
mpho,0,1
grinderlin,0,1
moral-policing,0,1
kadeem,0.858006764,1
excactly,0,1
re-formatting,0,1
tauntingly,0,1
ex-emperor,0,1
desperately-hungry-for-acceptance-insecure-and,0,1
goldhunt,0,1
note-taking,0,1
succinctness,0,1
quasi-government,0,1
ex-vaudevillians,0,1
yellow-suited,0,1
superkicked,0,1
mineo,1.251433631,1
tanak,0,1
bump-and-shriek,0,1
crispen,0.933779098,1
obee,0,1
trash-wallow,0,1
bullet-timed,0,1
rolled-out-of-bed,0,1
saddly,0,1
additives,0,1
ääliöt,0,1
fundraiser,0,1
repetitevness,0,1
appy,0,1
indira,0.797715821,1
armetta,1.304111984,1
apps,0,1
wha-bam,0,1
hotly-contested,0,1
valalola,0,1
tracked-in,0,1
zombie-baby,-2.101595836,1
shank,-0.108433673,1
shand,2.600734669,1
shana,0,1
bitched,0,1
coool,0,1
israelites,-0.255711133,1
prompter,1.134033323,1
anja,0.539851825,1
anji,0,1
gwangi,0.75190822,1
soft-spot,0,1
special-forget,0,1
stalag-lufft,0,1
zeferelli,-0.633770511,1
swartzenegger,0,1
half-second,1.5,1
gannex,0,1
tuengerthal,0,1
smolley,0,1
nazi-soviet,0,1
circumspection,0,1
jetski,0,1
quietus,-1.621845408,1
rosamunde,0,1
laxitive,0,1
saimin,-1.076725293,1
sleazebags,0,1
bad-cops,0,1
necheyev,0,1
mélanie,0.61158584,1
ubiqutous,0,1
doppelgänger,2.771769025,1
icon-like,0,1
ultra-romantic,0,1
super-swordsmen,0,1
propane,-0.988103508,1
quiting,0,1
soba,2.499117595,1
action-paced,0,1
perfetic,0,1
duh-what,0,1
bilk,-0.382153584,1
over-accentuated,0,1
l'osservatore,0,1
over-reacting,0,1
atem,0,1
heyy,-2.556586166,1
lgbt,0.121619066,1
sufered,0,1
semi-hot,0,1
horn-dog,0,1
falsifications,0,1
flatlands,0,1
yesteryears,0,1
cowmenting,0,1
kearn,0,1
ruskin,1.101855222,1
schapelle,0,1
flotsam,-0.956251984,1
nihilistically,0,1
cinemax-style,0,1
willock,0,1
forementioned,0,1
blabbermouth,0.344310012,1
spraypainted,0,1
still-pining,0,1
ozaki,-0.234741143,1
caricaturation,0,1
disharmonious,0,1
cheese-atmosphere,0,1
awardees,0,1
debases,0,1
less-than-captivating,0,1
cajoled,0,1
semi-gothic,0,1
otakon,0,1
quickly-paced,0,1
over-sentimentalising,0,1
tetsuoooo,0,1
beyond-beautiful,0,1
pre-fidel,0,1
enchantress,3.798865413,1
imperishable,0,1
clubbing,-0.191681988,1
hesitatingly,0,1
ad-dollar,0,1
tomason,1.5,1
umecki-chan,0,1
mufasa,2.082659401,1
henreid,1.359410434,1
survivable,0,1
rough'n'ready,0,1
constants,0.049062103,1
persuasiveness,0,1
buzzy,-2.053053199,1
eensy-weensy,0,1
non-belgians,0,1
klicking,0,1
fairly-safe,0,1
over-lacquered,0,1
being-symbolized,0,1
sànchez,0,1
thornbury,1.632835926,1
uber-controller,0,1
christmave,0,1
death-struggle,0,1
ump-teenth,0,1
thrones,1.898541647,1
jason-leigh,1.146290351,1
code-approved,0,1
rewording,0,1
slats,0,1
substanceless,0,1
secret-weapon,0,1
celest,0,1
unwary,-0.929697601,1
depositing,0,1
undr,0,1
mutineer,3.246511189,1
jhutsi,0,1
us-only,0,1
kristensen,-1.406463158,1
cassady,-0.071499339,1
square-offs,0,1
hodet,2.513910983,1
sewanee,0,1
hodes,1.578543495,1
speedo,-0.291243006,1
lucina,0,1
kukkonen,0,1
uburban,0,1
dad-in-distress,0,1
naggy,0,1
balloon-flight,0,1
tango-tango,0,1
cheepnis,0,1
elms,2.025349656,1
dions,0,1
yawn-inducing,-2.267788811,1
lászló,0.544718155,1
ole-thorsen,0,1
lunges,1.20470219,1
expunged,0.335132306,1
forceably,0,1
über-spy,0,1
honest-to-god,0,1
bear-suit,0,1
foreignness,0,1
semi-noir,0.001442238,1
urfé,0,1
comedy-part,0,1
paghetti,2.095554653,1
fritzi,1.685980474,1
post-cuban,0,1
frequently-voiced,0,1
lumpur,0.478996064,1
pederson,2.61353925,1
welll,0,1
welle,2.683813724,1
non-affair,0,1
groundbreaker,0,1
eyeless,1.164061076,1
devil-like,0,1
semi-final,1.581994529,1
rotary,1.614357236,1
camo,0,1
circulations,0,1
sorel,1.209488306,1
carreyesque,0,1
baja,2.562070877,1
reschedule,0,1
unmanaged,0,1
pnc,0,1
joel-anna,0,1
vasectomy,0.879119402,1
badat,0,1
kabob,-0.665808069,1
hand-puppet,0,1
ballyhooed,0.672742749,1
jeanane,0,1
did-she-or-didn't-she,0,1
spencer-nairn,-0.519915126,1
pre-empt,0,1
terrore,-0.522084284,1
biarkan,0,1
patrizio,0,1
perier,2.707986758,1
group-sex,0,1
tomie,0.453608293,1
zabrinskie,0,1
iron-curtain,0,1
pricking,-1.585185861,1
cubbi,0,1
solicitude,0,1
sports-related,0,1
delphy,1.499067063,1
cubby,-0.99395102,1
brit-com,0,1
debi,0.490187642,1
most-convincing,0,1
ill-located,0,1
hargitay,-0.221159309,1
sancho,0.429984316,1
o'rourke,0.466882959,1
meanacing,0,1
lohan-movie,0,1
be-get,0,1
comportaments,0,1
playwrite,4.5,1
fudged,0.608235642,1
male-prostitute,0,1
munches,0,1
trickiest,0,1
re-education,0.781214092,1
cadilac,0,1
parley,0.701757912,1
soon-to-be-ex-husband,0,1
ultraboring,0,1
teensy-swimsuit,0,1
rigoli,0,1
dott,0,1
b-grader,1.5,1
wow-wee,0,1
estabrook,0,1
dote,-0.347862727,1
dawson-with,0,1
betas,3.243047065,1
action-fest,0,1
tzu,0.971225864,1
borring,0,1
gen-x,-0.174594906,1
snazzily,0,1
ex-commando,0.454558236,1
pawnshop,1.720525811,1
ruttenberg,0.983786902,1
by-gone,-0.27620968,1
drop-out,-0.442992476,1
jelaousy,0,1
coachload,0,1
writer-producer-director,0,1
moviemanmenzel,0.621169116,1
match-winning,0,1
danayel,0,1
day-it,0,1
manhatttan,0,1
comedy-team,0,1
superceeds,0,1
quantitative,4.5,1
deductments,0,1
dissects,1.638500109,1
super-long,0,1
mega-gory,0,1
jurking,0,1
mantels,0,1
subtracts,0.905549165,1
swabbie,0,1
tchiness,0,1
dyno-mite,0,1
sania,0,1
quirt,1.801137726,1
mona-my-biological-clock-is-ticking-away,0,1
ill-planned,0,1
specie,3.5,1
specif,0,1
foolight,0,1
crematorium,1.197145403,1
benjiman,0,1
mcgwire,0.968145515,1
vats,0,1
ballooned,0,1
dedications,0,1
science-run-amok,0,1
fuzzy-lined,0,1
poundage,0,1
firefall,0,1
vato,0,1
cultism,0,1
muito,0,1
lindsley,0,1
co-billed,0,1
child-safe,0,1
film-world,0,1
muita,0,1
woodeness,0,1
no-wall,0,1
summerlee,1.430517723,1
shakey,0.590062942,1
hoplite,0,1
casavettes,0.5,1
eumaeus,0,1
amateur-scientists,0,1
incentivized,0,1
delerue,1.49576437,1
versacorps,0,1
student-type,0,1
raiser,-0.831718084,1
woch,0,1
atkinmson,0,1
half-and-half,0,1
authorizes,0,1
obsessives,0,1
lambada,-1.742570757,1
re-submerge,0,1
sniffles,3.170935407,1
bloomington,2.749537115,1
londoner,-0.471814003,1
manmade,0,1
seguin,-1.282115496,1
perky-post-teen,0,1
genealogy,-2.011644115,1
extremity,0.872953603,1
paprika,2.209586813,1
overly-melodramatic,0,1
killer-crocodile,0,1
extremite,0,1
evilest,0,1
caprios,0,1
crucifixions,0.37491011,1
mccreary,4.292216986,1
hollar,-1.195007525,1
grandnes,0,1
canonize,0,1
funny-that,0,1
safarova,0,1
dumberer,-2.132524378,1
ramadi,0,1
black-and-brown,0,1
taurus,-2.14709197,1
chicken-scratch,0,1
nine-inning,0,1
modell,3.852613906,1
whiskey-a-go-go,0,1
co-scenarist,0,1
downloaders,0,1
staphane,0,1
staphani,0,1
troublemaking,2.228961603,1
characterising,0,1
master-criminals,0,1
inch-thick,0,1
faux-seine,0,1
tepos,0,1
weezing,0,1
inflected,0,1
atavistic,0,1
arminass,0,1
ingin,3.070082284,1
brain-drain,0,1
tousle-haired,0,1
govich,0,1
wharton,0.16429198,1
unessential,0,1
brazilian-portuguese,0,1
half-shell,0.321313254,1
plotholes,-1.243474446,1
sherryl,0,1
ecoleanings,0,1
knife-throwing,0.606361788,1
tacky'n'trashy,0,1
entrusts,0,1
monomaniacal,0,1
less-informed,0,1
stormcatcher,0,1
difficult-to-watch,0,1
kidô,0,1
langa,0,1
locked-watertight,0,1
clampets,0,1
arch-bishop,0,1
twilight-zone-esquire,0,1
hungarians,-0.141718252,1
demonisation,0,1
nicolette,0.483098306,1
higres,0,1
well-hidden,0,1
wicket,0.427160087,1
ever-ever-ever,0,1
sunburst,0,1
bmovies,0,1
child-beating,0,1
touristas,0.340870885,1
zombie-creatures,0,1
nussbaum,0.567942858,1
daal,0,1
sieben,0,1
sanctified,0,1
single-dimensionality,0,1
só,0,1
malign,-0.768117846,1
choise,-0.952745766,1
parents'lives,0,1
britannica,0,1
echoy,0,1
factory-made,0,1
underlays,0,1
steege,3.031655715,1
splatter-tongue,0,1
druidic,0,1
wung,0,1
indulgently,0,1
boogey-man-like,0,1
davidlynch,0,1
sex-and-gore,0,1
french-italian,-2.186982481,1
ataaaaaaaaaaaaaaaack,0,1
quarter-hind,0,1
golfers,0.931144527,1
nakhras,0,1
minorly,0,1
paiva,0.508169923,1
johnathin,0,1
sn,0.659164471,1
sb,1.118825781,1
augury,0,1
hupfel,0,1
artificats,0,1
lovelies,0.835946318,1
mosbey,-0.26815664,1
nirgendwo,1.812968006,1
corrodes,0,1
horror-filled,0,1
art-related,0,1
pafific,0,1
overcaution,0,1
oh-so-daring,0,1
tipoff,0,1
folsom,1.606254919,1
re-christens,0,1
kostner,-0.216367657,1
arbitrariness,-0.223509322,1
derivitive,0,1
back-forth,0,1
biospheres,0,1
over-explains,0,1
semi-historical,0,1
easy-come,0,1
cissy,-0.037858236,1
reshuffle,0,1
semi-classics,0,1
whittier,-0.050753874,1
councilwoman,1.911906331,1
readjusting,2.929374197,1
washingtons,0.536357074,1
monsignor,0.42231051,1
smker,0,1
mouthburster,0,1
scar-faced,0,1
dolf,-0.670830103,1
out-of-reach,0,1
almost-a-tv-movie,0,1
manichean,3.949874754,1
kuan,2.035748002,1
stock-piling,0,1
uks,0,1
native-english-speakers,0,1
shiven,-0.15610874,1
convene,0,1
stensgaard,-0.064703682,1
fooler,0,1
bored-stiff,0,1
stupid-stupid,0,1
mega-budget,0,1
topham,0.574754589,1
talkier,0,1
tome-sized,0,1
hans-christian,0,1
jurrasic,-0.109466,1
recapping,1.788323721,1
go-camping-to-make-out-then-fight-a-monster,0,1
spender,1.705567428,1
horsepower,-0.786028639,1
hukum,0,1
not-too-shabby,0,1
unfortanetley,0,1
blubbers,0,1
to-do,0.454956898,1
co-mingled,0,1
metaldude,0,1
crochet,0,1
winiger,0,1
photochemical,0,1
gadget-coat,0,1
shoudln't,0,1
energize,2.133810646,1
sades,0,1
shut-down,0,1
oversights,-0.706452838,1
fastward,0,1
temporality,0,1
lolita-type,0,1
sebastião,0,1
murmurs,0,1
signoff,0,1
un-french,0,1
woosh,0,1
fanatstic,0,1
un-likable,0,1
mastan,4.5,1
haunted-house,1.185756134,1
actin,0,1
actio,0,1
never-explained,0,1
thinkthey,0,1
non-barbra,0,1
tomeihere,0,1
grafics,0,1
once-estimable,0,1
hedged-bet,0,1
polaroid-esquire,0,1
blige,0,1
exsanguination,0,1
hsss,0,1
loondon,0,1
wager-takers,0,1
younger-than-usual,0,1
anywayz,0,1
outclasses,1.122484217,1
marginalization,0,1
fierceness,3.153330328,1
sited,-0.835433905,1
khanna-ayesha,0,1
inmate-roles,0,1
manr,0,1
mana,-0.214125773,1
shatners,0,1
mountain-rescue,0,1
coked,-1.708909378,1
cmmandments,0,1
bottin,2.345226107,1
sinatras,0,1
venin,0,1
aegerter,0,1
giss,-2.873161626,1
povich,-2.964371874,1
aerodynamic,3.381084999,1
xperiment,1.572938581,1
intenational,0,1
telefilms,0,1
bowdlerise,0,1
less-than-special,0,1
pinko,-0.7154812,1
punksters,0,1
emmy-gored,0,1
pinku,1.772100536,1
smalltalk,0,1
expenditures,0,1
gcif,0,1
resided,0.791647941,1
trash-filmmakers,0,1
defenetly,0,1
everday,0,1
mouldering,0,1
rightous,0,1
self-fulfillment,0,1
caugh,0,1
serenading,0.480472203,1
t-lo,0,1
metamorphically,0,1
non-underwater,0,1
quixotic,1.21343297,1
bastardizing,0,1
lockyer,0,1
fictionalisations,0,1
tirol,0,1
dimmed,0.6002065,1
over-idealism,0,1
hutchins,1.368533416,1
robins,0.757394782,1
debating-clubs,0,1
weirdness-es,0,1
computerised,0.70045248,1
inferiors,0.425175669,1
breakage,0,1
legalised,0,1
greenbush,0,1
kenney,-0.435887824,1
conditional,0,1
pterdactyl,0,1
pie-esquire,0,1
merriest,0,1
henrikson,-0.123290113,1
sucht,0,1
brianjonestownmassacre,0,1
westcourt,0.681946238,1
the-always-great-actor,0,1
issei,2.36939473,1
eight-ball,3.5,1
pipedream,0,1
exoticism-oriented,0,1
ryaba,0,1
seond,0,1
cineastic,0,1
legerdemain,0,1
starry-eyed,-0.068667281,1
knifing,-0.27338895,1
headsets,-3.575568626,1
quin-essential,0,1
crossers,0,1
treetop,1.483620254,1
hamnet,0,1
ever-increasing,0.502628567,1
hex,-0.417916606,1
hights,0,1
fertilise,0,1
hel,1.382490908,1
hem,0.718370821,1
calito,0,1
pliant,-0.759753556,1
appeal-we,0,1
saatchi,0,1
conspiracy-laced,0,1
razor-clawed,0,1
blueish,0,1
madhumati,2.461596191,1
movietheatre,0,1
lefteris,0,1
geeks-which,0,1
hohum,0,1
margineanus,0,1
human-kind,0,1
ahahahahahhahahahahahahahahahhahahahahahahah,0,1
low-profile,2.281674733,1
frys,0,1
house-style,0,1
lambeth,0,1
schürenberg,0,1
music-track,0,1
mideaval,0,1
miriad,0,1
pepperhaus,0,1
adriatic,1.018718017,1
snitch,0.140005356,1
masi,0.916412931,1
down-and-outs,0,1
priyanaka,0,1
it-eventually,0,1
vagueness,0.32099112,1
mandala,2.499524462,1
nicco,0,1
toddler-age,0,1
pre-occupation,0,1
homepage,0,1
degeneration,0.424029771,1
crumpling,0,1
l'argent,1.42994279,1
apricorn,0,1
left-overs,0,1
appart,0,1
harra,0,1
japan-set,0,1
mishima,1.288451568,1
samoa,0.094871458,1
allusive,0,1
discriminates,2.760622313,1
maggio,2.489119003,1
mamardashvili,0,1
cohabitation,1.332153963,1
danson,0.524750596,1
six-degrees-of-separation,0,1
jive-talks,0,1
lippo-suction,0,1
intellivision,0,1
thumbtacks,0,1
programmatical,0,1
sentient,0.173012685,1
linklatter,0,1
vieques,0,1
body-stockinged,0,1
everlovin,0,1
reactors,1.812307519,1
kayle,0,1
contrivers,0,1
sunnydale,2.694339328,1
cadmus,4.5,1
misanthrope,-0.172671824,1
corto,1.964838072,1
fa-luting,0,1
candians,0,1
britannic,1.052257757,1
expositories,0,1
check-ups,0,1
hathor,0,1
liongate,0,1
jumbo-drag,0,1
atc,-0.662461816,1
debriefing,4.5,1
message-less,0,1
leolo,-0.047156777,1
facelift,0.035128837,1
belly-laughers,0,1
watcha,4.5,1
hardyz,-1.645788899,1
unratable,0,1
cine-buddy,0,1
masculin,0,1
camillia,0.86689357,1
sonzero,-1.710043559,1
gainsbrough,0,1
diculous,0,1
relinquishes,1.164244776,1
toe-curling,0,1
godfried,-0.916159351,1
noir-thriller,0,1
half-century,1.324481238,1
cimmerian,0.651224396,1
eithier,0,1
blotter,-1.536087266,1
ozporns,0,1
referent,0,1
break-there,0,1
highly-effeminate,0,1
leitch,-0.773812913,1
poplular,0,1
televise,4.5,1
mousse,1.274336931,1
dirossario,0,1
ameliorated,0,1
macadam,0,1
wiiliams,0,1
irish-pakistani-bronx-cockney-cajun,0,1
hzu,0,1
enyclopedia,0,1
nerae,0,1
tentatively,0.802575797,1
steadycam,0,1
intangibility,0,1
overreliance,0,1
tovarish,0,1
consignations,0,1
quasi-intellectualism,0,1
english-educated,0,1
much-neglected,0,1
supervillain,0.017136892,1
crap-o-lantern,0,1
envoled,0,1
jellies,0,1
trannies,0,1
shovel-fighting,0,1
seselj,0,1
icecube,0,1
penicillin,-0.463354299,1
revealled,0,1
scrabbles,0,1
multi-themed,0,1
un-known,0,1
hair-styles,0,1
foal,0.480160371,1
un-bookish,0,1
belied,0,1
villedo,0,1
believ,0,1
radditz,0,1
strongboy,0,1
strongbox,0,1
hoppers,-0.305565639,1
studio-sponsored,0,1
wgbh,-2.095844571,1
spastically,0,1
holo-brothel,0,1
inner-london,0,1
dinged,0,1
ex-daily,0,1
prop-up,0,1
half-fantasy,0,1
jez,1.339832654,1
semi-washed,0,1
whorde,0,1
prickett,-1.421092479,1
contre,1.468164484,1
underdog-makes-good,0,1
codswallop,0,1
benella,0,1
phreak,-0.523644469,1
iwill,0,1
expositionary,0,1
happily-married,0,1
transposes,0,1
irresistable,2.169692506,1
american-canadian,0,1
comes-a-looking,0,1
pre-pee-wee,0,1
middle-classes,0,1
ladyslipper,0,1
filthiest,1.343121708,1
non-dancing,1.435766352,1
underhandedly,0,1
honeys,0.885166779,1
moonshiners,0.695211958,1
sontag,0.929252611,1
lorch,1.815126807,1
bummed-out,0,1
unconstructive,0,1
roll'em,0,1
flannigan,-0.342038155,1
brockie,0,1
somtimes,0,1
bodies-styled,0,1
kneecap,0,1
somnath,0,1
misanthropist,0,1
ccthemovieman,0,1
eventully,0,1
not-at-all,0,1
same-plot,0,1
argufying,0,1
d-generation,3.359551686,1
orgy'esque,0,1
wiliams,0,1
bald-headed,0.17149248,1
movie-dramas,0,1
enzyme,-0.896760231,1
writen,-0.734942949,1
roughie,0.882199438,1
bovary,1.344327543,1
art-cinema,0,1
quizzes,2.926893803,1
wga,-0.297819598,1
claudel,2.875818398,1
woody-lite,0,1
overburdening,0,1
trolley-dolly,0,1
enema,-0.480239203,1
well-displayed,0,1
space-talk,0,1
toone,2.499416922,1
dedicative,0,1
aaghh,0,1
contour,3.206312612,1
ill-treatment,0,1
lumiere-family,0,1
didgeridoo,0,1
aaaarrgh,0,1
fission,-0.682240723,1
demoni,-0.550022759,1
shahid-amrita,0,1
hassell,0,1
verst,0,1
prerelease,0,1
screecher,0,1
semi-crazed,0,1
headbangin,0,1
cult-masterpieces,0,1
rivalling,1.277269062,1
loudmouth,-0.516046813,1
rippingly,0,1
berzier,0,1
matrix-circular-camera,0,1
benkai,0,1
souffle,0.446213343,1
closer-to-the-character,0,1
disowning,0,1
eightball,2.958719288,1
tless,0,1
dvdbeaver,0,1
movielink,0,1
pdvsa,0,1
disputing,-0.738431098,1
sound-a-like,0,1
lib'ing,0,1
connally,-1.444697444,1
doctorates,0,1
bad-guys,-0.640183876,1
estimations,0,1
luckily-placed,0,1
mean-ass,0,1
aggelopoulos,0,1
spottiswoode,0.258210788,1
high-living,0,1
west-east,0,1
murder-moving,0,1
mud-wrestling,0,1
exult,0,1
larva,-1.484895625,1
liga,0,1
recently-announced,0,1
alcott,1.218553585,1
understating,0.338432916,1
ame,1.459263422,1
time-worn,0,1
amg,-0.891747641,1
nouns,0,1
dialectics,1.930177977,1
tongue-in,0,1
plessis,0,1
alleging,0,1
italicized,0,1
half-ass-ed,0,1
wierder,0,1
normals,2.185442436,1
gingerale,0,1
marraiges,0,1
self-parodic,0,1
somethihng,0,1
second-team,0,1
over-intellectualised,0,1
creepy-looking,0.70573813,1
extra-large,0,1
hamwork,0,1
drizzled,0,1
duhs,0,1
pathologize,0,1
jutting,-0.830085199,1
tenderhearted,4.5,1
entrenches,0,1
timed-release,0,1
apparition-laden,0,1
celluloidal,0,1
rostenberg,0,1
ego-tripping,0,1
deep-held,0,1
good-side,0,1
mercanaries,0,1
pure-hearted,0.616042521,1
psycho-teacher,0,1
superheating,0,1
hype-meter,0,1
wresting,0.955772375,1
sheakspeare,0,1
russsia,0,1
disposal-man,0,1
ax-murderer,0,1
belén,2.217630555,1
eaghhh,0,1
sacrament,0,1
syched,0,1
peruvians,-1.90483028,1
rakeysh,3.420310128,1
brownlow,0.934993208,1
striven,0,1
mbna,1.292814791,1
non-dimensional,0,1
macbook,0,1
suis,2.499524462,1
crackdown,-0.901435291,1
check-up,0,1
deflowered,0.614580521,1
